time[s],dt[s],fps,ex[mm],ey[mm],dex[mm/s],dey[mm/s],ix,iy,psi[rad],epsi[rad],psi_i,dpsi[rad/s],vx[mm/s],vy[mm/s],omega[rad/s],cmd1,cmd2,cmd3,vwh1[mm/s],vwh2[mm/s],vwh3[mm/s]
6.192698,0.017076,58.562,1.968750,-1.050000,0.000000,0.000000,20.084963,7.412233,1.885622,-1.885622,-11.535235,-0.850026,19.965724,2.038563,0.000000,8,-9,1,16.271543,-18.310106,2.038563
6.209841,0.017143,58.334,1.968750,-1.050000,0.000000,0.000000,20.118712,7.394233,1.872211,-1.872211,-11.567330,-0.782276,19.989348,2.025963,0.000000,8,-9,1,16.298302,-18.324265,2.025963
6.226946,0.017106,58.460,1.968750,-1.050000,0.000000,0.000000,20.152389,7.376272,1.881850,-1.881850,-11.599520,0.563438,20.012922,2.013391,-0.000000,8,-9,1,16.325004,-18.338395,2.013391
6.244071,0.017125,58.395,1.968750,-1.050000,0.000000,0.000000,20.186104,7.358291,1.878404,-1.878404,-11.631688,-0.201177,20.036523,2.000804,0.000000,8,-9,1,16.351736,-18.352540,2.000804
6.261154,0.017083,58.538,1.968750,-1.050000,0.000000,0.000000,20.219736,7.340354,1.892220,-1.892220,-11.664013,0.808739,20.060065,1.988248,-0.000000,8,-9,0,16.378402,-18.366650,1.988248
6.278539,0.017385,57.522,1.968750,-1.050000,0.000000,0.000000,20.253962,7.322100,1.899464,-1.899464,-11.697034,0.416698,20.084023,1.975470,-0.000000,8,-9,0,16.405539,-18.381009,1.975470
6.296720,0.018182,55.001,1.968750,-1.050000,0.000000,0.000000,20.289757,7.303010,1.906207,-1.906207,-11.731692,0.370869,20.109080,1.962107,-0.000000,8,-9,0,16.433920,-18.396027,1.962107
6.313076,0.016356,61.140,1.968750,-1.050000,0.000000,0.000000,20.321957,7.285836,1.902386,-1.902386,-11.762807,-0.233601,20.131620,1.950085,0.000000,8,-9,0,16.459452,-18.409537,1.950085
6.329742,0.016666,60.003,1.968750,-1.050000,0.000000,0.000000,20.354769,7.268337,1.910538,-1.910538,-11.794648,0.489096,20.154588,1.937836,-0.000000,8,-9,0,16.485467,-18.423303,1.937836
6.346753,0.017011,58.787,1.968750,-1.050000,0.000000,0.000000,20.388258,7.250475,1.909858,-1.909858,-11.827136,-0.039922,20.178031,1.925333,0.000000,8,-9,0,16.512021,-18.437354,1.925333
6.363784,0.017031,58.716,1.968750,-1.050000,0.000000,0.000000,20.421788,7.232593,1.917528,-1.917528,-11.859794,0.450329,20.201502,1.912815,-0.000000,8,-9,0,16.538606,-18.451421,1.912815
6.380908,0.017124,58.397,1.968750,-1.050000,0.000000,0.000000,20.455502,7.214612,1.926614,-1.926614,-11.892786,0.530613,20.225101,1.900229,-0.000000,8,-9,0,16.565337,-18.465566,1.900229
6.398585,0.017676,56.573,1.968750,-1.050000,0.000000,0.000000,20.490302,7.196052,1.931425,-1.931425,-11.926926,0.272173,20.249461,1.887236,-0.000000,8,-9,0,16.592930,-18.480166,1.887236
6.415400,0.016816,59.468,1.968750,-1.050000,0.000000,0.000000,20.523408,7.178396,1.926916,-1.926916,-11.959328,-0.268156,20.272635,1.874877,0.000000,8,-9,0,16.619179,-18.494056,1.874877
6.432378,0.016978,58.900,1.968750,-1.050000,0.000000,0.000000,20.556833,7.160569,1.925356,-1.925356,-11.992017,-0.091918,20.296033,1.862398,0.000000,8,-9,0,16.645681,-18.508079,1.862398
6.449470,0.017092,58.508,1.968750,-1.050000,0.000000,0.000000,20.590482,7.142623,1.930982,-1.930982,-12.025021,0.329158,20.319588,1.849836,-0.000000,8,-9,0,16.672361,-18.522197,1.849836
6.467402,0.017932,55.765,1.968750,-1.050000,0.000000,0.000000,20.625787,7.123794,1.929257,-1.929257,-12.059617,-0.096146,20.344301,1.836656,0.000000,8,-9,0,16.700353,-18.537009,1.836656
6.483585,0.016182,61.795,1.968750,-1.050000,0.000000,0.000000,20.657646,7.106802,1.931724,-1.931724,-12.090877,0.152436,20.366602,1.824761,-0.000000,8,-9,0,16.725614,-18.550376,1.824761
6.500808,0.017224,58.060,1.968750,-1.050000,0.000000,0.000000,20.691555,7.088717,1.932958,-1.932958,-12.124169,0.071646,20.390338,1.812102,-0.000000,8,-9,0,16.752500,-18.564602,1.812102
6.517803,0.016995,58.841,1.968750,-1.050000,0.000000,0.000000,20.725014,7.070873,1.938514,-1.938514,-12.157114,0.326909,20.413760,1.799611,-0.000000,8,-9,0,16.779029,-18.578640,1.799611
6.535279,0.017475,57.223,1.968750,-1.050000,0.000000,0.000000,20.759418,7.052523,1.922680,-1.922680,-12.190714,-0.906072,20.437843,1.786766,0.000000,8,-9,0,16.806308,-18.593074,1.786766
6.553217,0.017939,55.745,1.968750,-1.050000,0.000000,0.000000,20.794735,7.033688,1.926810,-1.926810,-12.225279,0.230227,20.462565,1.773581,-0.000000,8,-9,0,16.834310,-18.607892,1.773581
6.569110,0.015892,62.924,1.968750,-1.050000,0.000000,0.000000,20.826023,7.017001,1.929541,-1.929541,-12.255943,0.171820,20.484466,1.761901,-0.000000,8,-9,0,16.859118,-18.621018,1.761901
6.587221,0.018111,55.214,1.968750,-1.050000,0.000000,0.000000,20.861680,6.997984,1.937953,-1.937953,-12.291042,0.464485,20.509426,1.748589,-0.000000,8,-9,0,16.887389,-18.635978,1.748589
6.604692,0.017472,57.236,1.968750,-1.050000,0.000000,0.000000,20.896077,6.979639,1.942427,-1.942427,-12.324979,0.256083,20.533504,1.735747,-0.000000,8,-9,0,16.914662,-18.650410,1.735747
6.620447,0.015754,63.475,1.968750,-1.050000,0.000000,0.000000,20.927093,6.963097,1.937161,-1.937161,-12.355498,-0.334247,20.555215,1.724168,0.000000,8,-9,0,16.939255,-18.663422,1.724168
6.637492,0.017045,58.667,1.968750,-1.050000,0.000000,0.000000,20.960651,6.945199,1.938341,-1.938341,-12.388537,0.069212,20.578706,1.711640,-0.000000,8,-9,0,16.965862,-18.677502,1.711640
6.656803,0.019311,51.785,1.968750,-1.050000,0.000000,0.000000,20.998669,6.924923,1.936684,-1.936684,-12.425936,-0.085840,20.605318,1.697446,0.000000,8,-9,0,16.996006,-18.693452,1.697446
6.674740,0.017937,55.751,1.968750,-1.050000,0.000000,0.000000,21.033982,6.906089,1.934770,-1.934770,-12.460640,-0.106662,20.630038,1.684263,0.000000,8,-9,0,17.024005,-18.708268,1.684263
6.689339,0.014599,68.497,1.968750,-1.050000,0.000000,0.000000,21.062724,6.890760,1.938915,-1.938915,-12.488946,0.283877,20.650157,1.673532,-0.000000,8,-9,0,17.046794,-18.720327,1.673532
6.707094,0.017755,56.321,1.968750,-1.050000,0.000000,0.000000,21.097680,6.872117,1.939145,-1.939145,-12.523376,0.012968,20.674626,1.660482,-0.000000,8,-9,0,17.074510,-18.734992,1.660482
6.724188,0.017094,58.500,1.968750,-1.050000,0.000000,0.000000,21.131334,6.854168,1.942224,-1.942224,-12.556577,0.180139,20.698184,1.647918,-0.000000,8,-9,0,17.101194,-18.749112,1.647918
6.740148,0.015960,62.658,1.968750,-1.050000,0.000000,0.000000,21.162755,6.837411,1.943781,-1.943781,-12.587599,0.097521,20.720178,1.636187,-0.000000,8,-9,0,17.126107,-18.762294,1.636187
6.757259,0.017111,58.443,1.968750,-1.050000,0.000000,0.000000,21.196442,6.819444,1.941477,-1.941477,-12.620819,-0.134615,20.743759,1.623611,0.000000,8,-9,0,17.152817,-18.776428,1.623611
6.776263,0.019005,52.618,1.968750,-1.050000,0.000000,0.000000,21.233857,6.799489,1.945853,-1.945853,-12.657800,0.230238,20.769950,1.609642,-0.000000,8,-9,0,17.182483,-18.792126,1.609642
6.791464,0.015201,65.786,1.968750,-1.050000,0.000000,0.000000,21.263784,6.783528,1.945288,-1.945288,-12.687370,-0.037162,20.790899,1.598470,0.000000,8,-9,0,17.206212,-18.804681,1.598470
6.808593,0.017129,58.382,1.968750,-1.050000,0.000000,0.000000,21.297506,6.765543,1.945699,-1.945699,-12.720697,0.023994,20.814504,1.585880,-0.000000,8,-9,0,17.232949,-18.818830,1.585880
6.825943,0.017350,57.637,1.968750,-1.050000,0.000000,0.000000,21.331664,6.747326,1.945613,-1.945613,-12.754454,-0.004973,20.838415,1.573128,0.000000,8,-9,0,17.260032,-18.833161,1.573128
6.843015,0.017072,58.576,1.968750,-1.050000,0.000000,0.000000,21.365274,6.729400,1.940869,-1.940869,-12.787588,-0.277875,20.861942,1.560580,0.000000,8,-9,0,17.286682,-18.847262,1.560580
6.859861,0.016846,59.360,1.968750,-1.050000,0.000000,0.000000,21.398441,6.711711,1.940791,-1.940791,-12.820284,-0.004636,20.885158,1.548198,0.000000,8,-9,0,17.312979,-18.861177,1.548198
6.877002,0.017140,58.343,1.968750,-1.050000,0.000000,0.000000,21.432185,6.693714,1.938417,-1.938417,-12.853508,-0.138472,20.908780,1.535600,0.000000,8,-9,0,17.339734,-18.875334,1.535600
6.894981,0.017979,55.620,1.968750,-1.050000,0.000000,0.000000,21.467582,6.674836,1.939322,-1.939322,-12.888376,0.050334,20.933557,1.522385,-0.000000,8,-9,0,17.367800,-18.890185,1.522385
6.911214,0.016233,61.601,1.968750,-1.050000,0.000000,0.000000,21.499541,6.657791,1.941344,-1.941344,-12.919890,0.124512,20.955929,1.510454,-0.000000,8,-9,0,17.393140,-18.903594,1.510454
6.930435,0.019221,52.026,1.968750,-1.050000,0.000000,0.000000,21.537383,6.637609,1.943162,-1.943162,-12.957240,0.094587,20.982418,1.496326,-0.000000,8,-9,0,17.423144,-18.919470,1.496326
6.946308,0.015872,63.002,1.968750,-1.050000,0.000000,0.000000,21.568632,6.620943,1.940336,-1.940336,-12.988038,-0.178044,21.004292,1.484660,0.000000,8,-9,0,17.447921,-18.932581,1.484660
6.963326,0.017018,58.760,1.968750,-1.050000,0.000000,0.000000,21.602137,6.603074,1.937841,-1.937841,-13.021017,-0.146585,21.027746,1.472152,0.000000,8,-9,0,17.474486,-18.946638,1.472152
6.979636,0.016310,61.312,1.968750,-1.050000,0.000000,0.000000,21.634247,6.585948,1.941481,-1.941481,-13.052682,0.223196,21.050223,1.460164,-0.000000,8,-9,0,17.499946,-18.960110,1.460164
6.996679,0.017043,58.675,1.968750,-1.050000,0.000000,0.000000,21.667800,6.568053,1.941687,-1.941687,-13.085775,0.012096,21.073710,1.447637,-0.000000,8,-9,0,17.526550,-18.974187,1.447637
7.014514,0.017835,56.071,1.968750,-1.050000,0.000000,0.000000,21.702912,6.549327,1.939314,-1.939314,-13.120362,-0.133096,21.098289,1.434529,0.000000,8,-9,0,17.554390,-18.988918,1.434529
7.031039,0.016525,60.513,1.968750,-1.050000,0.000000,0.000000,21.735447,6.531975,1.939896,-1.939896,-13.152419,0.035222,21.121063,1.422382,-0.000000,8,-9,0,17.580186,-19.002568,1.422382
7.049314,0.018275,54.718,1.968750,-1.050000,0.000000,0.000000,21.771426,6.512786,1.940254,-1.940254,-13.187878,0.019591,21.146249,1.408950,-0.000000,8,-9,0,17.608713,-19.017663,1.408950
7.065145,0.015830,63.170,1.968750,-1.050000,0.000000,0.000000,21.802592,6.496164,1.936321,-1.936321,-13.218531,-0.248409,21.168065,1.397315,0.000000,8,-9,0,17.633424,-19.030739,1.397315
7.082470,0.017325,57.719,1.968750,-1.050000,0.000000,0.000000,21.836702,6.477972,1.934444,-1.934444,-13.252046,-0.108384,21.191941,1.384581,0.000000,8,-9,0,17.660469,-19.045050,1.384581
7.099425,0.016954,58.982,1.968750,-1.050000,0.000000,0.000000,21.870081,6.460170,1.933048,-1.933048,-13.284819,-0.082334,21.215307,1.372119,0.000000,8,-9,0,17.686935,-19.059054,1.372119
7.116515,0.017091,58.511,1.968750,-1.050000,0.000000,0.000000,21.903728,6.442225,1.931967,-1.931967,-13.317838,-0.063228,21.238860,1.359557,0.000000,8,-9,0,17.713613,-19.073171,1.359557
7.133681,0.017165,58.257,1.968750,-1.050000,0.000000,0.000000,21.937523,6.424201,1.929872,-1.929872,-13.350965,-0.122067,21.262516,1.346941,0.000000,8,-9,0,17.740409,-19.087349,1.346941
7.150788,0.017107,58.456,1.968750,-1.050000,0.000000,0.000000,21.971202,6.406239,1.932822,-1.932822,-13.384030,0.172440,21.286091,1.334367,-0.000000,8,-9,0,17.767112,-19.101480,1.334367
7.167892,0.017105,58.464,1.968750,-1.050000,0.000000,0.000000,22.004877,6.388279,1.932952,-1.932952,-13.417092,0.007608,21.309664,1.321795,-0.000000,8,-9,0,17.793813,-19.115608,1.321795
7.185768,0.017876,55.942,1.968750,-1.050000,0.000000,0.000000,22.040070,6.369509,1.928364,-1.928364,-13.451563,-0.256657,21.334299,1.308657,0.000000,8,-9,0,17.821716,-19.130373,1.308657
7.203351,0.017583,56.873,1.968750,-1.050000,0.000000,0.000000,22.074686,6.351047,1.924897,-1.924897,-13.485408,-0.197187,21.358530,1.295733,0.000000,8,-9,0,17.849163,-19.144896,1.295733
7.219117,0.015766,63.427,1.968750,-1.050000,0.000000,0.000000,22.105725,6.334493,1.922194,-1.922194,-13.515714,-0.171429,21.380258,1.284145,0.000000,8,-9,0,17.873774,-19.157919,1.284145
7.236256,0.017139,58.347,1.968750,-1.050000,0.000000,0.000000,22.139468,6.316497,1.917516,-1.917516,-13.548578,-0.272947,21.403877,1.271548,0.000000,8,-9,0,17.900528,-19.172076,1.271548
7.253360,0.017103,58.468,1.968750,-1.050000,0.000000,0.000000,22.173140,6.298538,1.918496,-1.918496,-13.581391,0.057270,21.427448,1.258977,-0.000000,8,-9,0,17.927226,-19.186203,1.258977
7.271759,0.018399,54.351,1.968750,-1.050000,0.000000,0.000000,22.209363,6.279219,1.914735,-1.914735,-13.616620,-0.204393,21.452804,1.245454,0.000000,8,-9,0,17.955947,-19.201400,1.245454
7.287651,0.015892,62.925,1.968750,-1.050000,0.000000,0.000000,22.240651,6.262533,1.913136,-1.913136,-13.647024,-0.100579,21.474705,1.233773,0.000000,8,-9,0,17.980754,-19.214527,1.233773
7.304919,0.017268,57.910,1.968750,-1.050000,0.000000,0.000000,22.274647,6.244401,1.909586,-1.909586,-13.679999,-0.205601,21.498503,1.221081,0.000000,9,-9,0,18.007709,-19.228790,1.221081
7.322529,0.017610,56.786,1.968750,-1.050000,0.000000,0.000000,22.309317,6.225911,1.910336,-1.910336,-13.713640,0.042559,21.522772,1.208138,-0.000000,9,-9,0,18.035198,-19.243336,1.208138
7.339276,0.016747,59.711,1.968750,-1.050000,0.000000,0.000000,22.342288,6.208326,1.913722,-1.913722,-13.745689,0.202232,21.545852,1.195828,-0.000000,9,-9,0,18.061341,-19.257169,1.195828
7.356147,0.016871,59.274,1.968750,-1.050000,0.000000,0.000000,22.375502,6.190612,1.918777,-1.918777,-13.778060,0.299630,21.569101,1.183428,-0.000000,9,-9,0,18.087676,-19.271104,1.183428
7.374535,0.018388,54.383,1.968750,-1.050000,0.000000,0.000000,22.411704,6.171305,1.921107,-1.921107,-13.813386,0.126668,21.594442,1.169913,-0.000000,9,-9,0,18.116379,-19.286292,1.169913
7.390613,0.016078,62.195,1.968750,-1.050000,0.000000,0.000000,22.443358,6.154422,1.927609,-1.927609,-13.844379,0.404402,21.616601,1.158096,-0.000000,9,-9,0,18.141478,-19.299573,1.158096
7.408547,0.017934,55.760,1.968750,-1.050000,0.000000,0.000000,22.478665,6.135592,1.928687,-1.928687,-13.878968,0.060122,21.641316,1.144914,-0.000000,9,-9,0,18.169472,-19.314386,1.144914
7.426513,0.017966,55.661,1.968750,-1.050000,0.000000,0.000000,22.514036,6.116727,1.923721,-1.923721,-13.913529,-0.276420,21.666075,1.131709,0.000000,9,-9,0,18.197517,-19.329226,1.131709
7.443005,0.016492,60.635,1.968750,-1.050000,0.000000,0.000000,22.546505,6.099411,1.916821,-1.916821,-13.945142,-0.418349,21.688803,1.119587,0.000000,9,-9,0,18.223261,-19.342848,1.119587
7.459201,0.016196,61.743,1.968750,-1.050000,0.000000,0.000000,22.578391,6.082405,1.920520,-1.920520,-13.976247,0.228378,21.711124,1.107683,-0.000000,9,-9,0,18.248543,-19.356226,1.107683
7.475755,0.016553,60.411,1.968750,-1.050000,0.000000,0.000000,22.610981,6.065023,1.917427,-1.917427,-14.007987,-0.186842,21.733936,1.095516,0.000000,9,-9,0,18.274383,-19.369899,1.095516
7.492879,0.017124,58.396,1.968750,-1.050000,0.000000,0.000000,22.644694,6.047043,1.919339,-1.919339,-14.040854,0.111636,21.757536,1.082930,-0.000000,9,-9,0,18.301114,-19.384044,1.082930
7.510583,0.017704,56.486,1.968750,-1.050000,0.000000,0.000000,22.679548,6.028454,1.914154,-1.914154,-14.074742,-0.292861,21.781934,1.069918,0.000000,9,-9,0,18.328749,-19.398667,1.069918
7.527107,0.016524,60.519,1.968750,-1.050000,0.000000,0.000000,22.712080,6.011104,1.914492,-1.914492,-14.106377,0.020453,21.804706,1.057773,-0.000000,9,-9,0,18.354543,-19.412315,1.057773
7.544151,0.017044,58.671,1.968750,-1.050000,0.000000,0.000000,22.745636,5.993208,1.911205,-1.911205,-14.138952,-0.192865,21.828195,1.045245,0.000000,9,-9,0,18.381149,-19.426394,1.045245
7.561258,0.017107,58.456,1.968750,-1.050000,0.000000,0.000000,22.779315,5.975245,1.913287,-1.913287,-14.171682,0.121685,21.851770,1.032672,-0.000000,9,-9,0,18.407853,-19.440524,1.032672
7.579081,0.017823,56.107,1.968750,-1.050000,0.000000,0.000000,22.814404,5.956531,1.912647,-1.912647,-14.205772,-0.035907,21.876333,1.019572,0.000000,9,-9,0,18.435674,-19.455246,1.019572
7.595490,0.016409,60.942,1.968750,-1.050000,0.000000,0.000000,22.846710,5.939301,1.911386,-1.911386,-14.237136,-0.076855,21.898947,1.007511,0.000000,9,-9,0,18.461289,-19.468800,1.007511
7.612560,0.017069,58.585,1.968750,-1.050000,0.000000,0.000000,22.880315,5.921378,1.912861,-1.912861,-14.269787,0.086420,21.922471,0.994965,-0.000000,9,-9,0,18.487934,-19.482899,0.994965
7.630362,0.017802,56.172,1.968750,-1.050000,0.000000,0.000000,22.915364,5.902686,1.905878,-1.905878,-14.303717,-0.392247,21.947005,0.981880,0.000000,9,-9,0,18.515724,-19.497604,0.981880
7.647035,0.016673,59.979,1.968750,-1.050000,0.000000,0.000000,22.948188,5.885180,1.888178,-1.888178,-14.335198,-1.061607,21.969982,0.969626,0.000000,9,-9,0,18.541749,-19.511375,0.969626
7.664049,0.017015,58.773,1.968750,-1.050000,0.000000,0.000000,22.981686,5.867314,1.892638,-1.892638,-14.367400,0.262097,21.993430,0.957120,-0.000000,9,-9,0,18.568309,-19.525429,0.957120
7.681183,0.017133,58.365,1.968750,-1.050000,0.000000,0.000000,23.015417,5.849324,1.882613,-1.882613,-14.399656,-0.585096,22.017042,0.944527,0.000000,9,-9,0,18.595054,-19.539581,0.944527
7.698598,0.017415,57.422,1.968750,-1.050000,0.000000,0.000000,23.049703,5.831038,1.882337,-1.882337,-14.432437,-0.015857,22.041042,0.931727,0.000000,9,-9,0,18.622239,-19.553966,0.931727
7.715272,0.016675,59.972,1.968750,-1.050000,0.000000,0.000000,23.082531,5.813530,1.876533,-1.876533,-14.463727,-0.348084,22.064022,0.919471,0.000000,9,-9,0,18.648268,-19.567739,0.919471
7.732371,0.017099,58.484,1.968750,-1.050000,0.000000,0.000000,23.116194,5.795576,1.877376,-1.877376,-14.495828,0.049348,22.087586,0.906903,-0.000000,9,-9,0,18.674959,-19.581862,0.906903
7.749587,0.017216,58.086,1.968750,-1.050000,0.000000,0.000000,23.150088,5.777500,1.867897,-1.867897,-14.527985,-0.550634,22.111311,0.894250,0.000000,9,-9,0,18.701832,-19.596082,0.894250
7.766853,0.017267,57.916,1.968750,-1.050000,0.000000,0.000000,23.184081,5.759370,1.857336,-1.857336,-14.560055,-0.611634,22.135107,0.881559,0.000000,9,-9,0,18.728785,-19.610344,0.881559
7.783720,0.016867,59.287,1.968750,-1.050000,0.000000,0.000000,23.217288,5.741659,1.850424,-1.850424,-14.591266,-0.409790,22.158352,0.869162,0.000000,9,-9,0,18.755115,-19.624276,0.869162
7.800842,0.017121,58.407,1.968750,-1.050000,0.000000,0.000000,23.250996,5.723682,1.851059,-1.851059,-14.622959,0.037098,22.181947,0.856577,-0.000000,9,-9,0,18.781841,-19.638418,0.856577
7.818612,0.017771,56.273,1.968750,-1.050000,0.000000,0.000000,23.285982,5.705023,1.844870,-1.844870,-14.655743,-0.348307,22.206437,0.843516,0.000000,9,-9,0,18.809581,-19.653097,0.843516
7.835610,0.016998,58.830,1.968750,-1.050000,0.000000,0.000000,23.319447,5.687175,1.848999,-1.848999,-14.687172,0.242926,22.229863,0.831023,-0.000000,9,-9,0,18.836114,-19.667137,0.831023
7.853449,0.017839,56.057,1.968750,-1.050000,0.000000,0.000000,23.354567,5.668444,1.859705,-1.859705,-14.720348,0.600139,22.254447,0.817911,-0.000000,9,-9,0,18.863961,-19.681872,0.817911
7.869275,0.015825,63.190,1.968750,-1.050000,0.000000,0.000000,23.385723,5.651828,1.850308,-1.850308,-14.749629,-0.593749,22.276256,0.806279,0.000000,9,-9,0,18.888664,-19.694943,0.806279
7.886464,0.017190,58.174,1.968750,-1.050000,0.000000,0.000000,23.419565,5.633778,1.842416,-1.842416,-14.781300,-0.459140,22.299946,0.793645,0.000000,9,-9,0,18.915497,-19.709142,0.793645
7.903444,0.016979,58.896,1.968750,-1.050000,0.000000,0.000000,23.452993,5.615950,1.849672,-1.849672,-14.812706,0.427347,22.323345,0.781165,-0.000000,9,-9,0,18.942001,-19.723167,0.781165
7.920568,0.017124,58.397,1.968750,-1.050000,0.000000,0.000000,23.486706,5.597970,1.843757,-1.843757,-14.844279,-0.345392,22.346944,0.768579,0.000000,9,-9,0,18.968732,-19.737311,0.768579
7.937690,0.017122,58.405,1.968750,-1.050000,0.000000,0.000000,23.520415,5.579992,1.839130,-1.839130,-14.875768,-0.270272,22.370540,0.755994,0.000000,9,-9,0,18.995459,-19.751453,0.755994
7.954848,0.017158,58.281,1.968750,-1.050000,0.000000,0.000000,23.554195,5.561976,1.834401,-1.834401,-14.907243,-0.275580,22.394187,0.743383,0.000000,9,-9,0,19.022243,-19.765626,0.743383
7.971910,0.017062,58.609,1.968750,-1.050000,0.000000,0.000000,23.587786,5.544060,1.836522,-1.836522,-14.938578,0.124300,22.417700,0.730842,-0.000000,9,-9,0,19.048877,-19.779719,0.730842
7.988990,0.017080,58.547,1.968750,-1.050000,0.000000,0.000000,23.621413,5.526126,1.834001,-1.834001,-14.969903,-0.147617,22.441239,0.718288,0.000000,9,-9,0,19.075539,-19.793827,0.718288
8.006561,0.017570,56.914,1.968750,-1.050000,0.000000,0.000000,23.656005,5.507677,1.830865,-1.830865,-15.002073,-0.178500,22.465454,0.705374,0.000000,9,-9,0,19.102967,-19.808341,0.705374
8.023229,0.016668,59.996,1.968750,-1.050000,0.000000,0.000000,23.688820,5.490176,1.826264,-1.826264,-15.032513,-0.276006,22.488424,0.693123,0.000000,9,-9,0,19.128985,-19.822108,0.693123
8.040313,0.017085,58.532,1.968750,-1.050000,0.000000,0.000000,23.722455,5.472237,1.821170,-1.821170,-15.063626,-0.298150,22.511969,0.680566,0.000000,9,-9,0,19.155654,-19.836220,0.680566
8.057405,0.017091,58.509,1.968750,-1.050000,0.000000,0.000000,23.756104,5.454291,1.820422,-1.820422,-15.094740,-0.043811,22.535523,0.668004,0.000000,9,-9,0,19.182333,-19.850337,0.668004
8.074459,0.017054,58.636,1.968750,-1.050000,0.000000,0.000000,23.789679,5.436384,1.816897,-1.816897,-15.125726,-0.206675,22.559026,0.655469,0.000000,9,-9,0,19.208955,-19.864424,0.655469
8.092811,0.018352,54.489,1.968750,-1.050000,0.000000,0.000000,23.825810,5.417114,1.815662,-1.815662,-15.159047,-0.067306,22.584317,0.641980,0.000000,9,-9,0,19.237603,-19.879583,0.641980
8.109948,0.017137,58.352,1.968750,-1.050000,0.000000,0.000000,23.859549,5.399120,1.817955,-1.817955,-15.190202,0.133821,22.607935,0.629384,-0.000000,9,-9,0,19.264354,-19.893738,0.629384
8.125700,0.015752,63.484,1.968750,-1.050000,0.000000,0.000000,23.890561,5.382580,1.818703,-1.818703,-15.218850,0.047476,22.629643,0.617806,-0.000000,9,-9,0,19.288943,-19.906749,0.617806
8.142956,0.017255,57.954,1.968750,-1.050000,0.000000,0.000000,23.924532,5.364463,1.818332,-1.818332,-15.250226,-0.021482,22.653423,0.605124,0.000000,9,-9,0,19.315878,-19.921001,0.605124
8.160250,0.017294,57.823,1.968750,-1.050000,0.000000,0.000000,23.958580,5.346304,1.815840,-1.815840,-15.281629,-0.144073,22.677256,0.592413,0.000000,9,-9,0,19.342874,-19.935286,0.592413
8.177202,0.016952,58.991,1.968750,-1.050000,0.000000,0.000000,23.991954,5.328504,1.812420,-1.812420,-15.312353,-0.201775,22.700618,0.579953,0.000000,9,-9,0,19.369335,-19.949288,0.579953
8.194441,0.017239,58.007,1.968750,-1.050000,0.000000,0.000000,24.025894,5.310403,1.813619,-1.813619,-15.343619,0.069555,22.724376,0.567282,-0.000000,9,-9,0,19.396246,-19.963528,0.567282
8.211674,0.017233,58.028,1.968750,-1.050000,0.000000,0.000000,24.059822,5.292308,1.814175,-1.814175,-15.374883,0.032274,22.748125,0.554616,-0.000000,9,-9,0,19.423146,-19.977762,0.554616
8.228607,0.016933,59.056,1.968750,-1.050000,0.000000,0.000000,24.093158,5.274529,1.814935,-1.814935,-15.405615,0.044885,22.771461,0.542170,-0.000000,9,-9,0,19.449579,-19.991749,0.542170
8.245649,0.017042,58.680,1.968750,-1.050000,0.000000,0.000000,24.126709,5.256635,1.815854,-1.815854,-15.436560,0.053920,22.794947,0.529644,-0.000000,9,-10,0,19.476181,-20.005825,0.529644
8.263362,0.017713,56.455,1.968750,-1.050000,0.000000,0.000000,24.161582,5.238036,1.815814,-1.815814,-15.468724,-0.002267,22.819358,0.516625,0.000000,9,-10,0,19.503831,-20.020456,0.516625
8.279829,0.016467,60.727,1.968750,-1.050000,0.000000,0.000000,24.194002,5.220745,1.816654,-1.816654,-15.498639,0.051029,22.842051,0.504522,-0.000000,9,-10,0,19.529536,-20.034058,0.504522
8.297076,0.017246,57.983,1.968750,-1.050000,0.000000,0.000000,24.227956,5.202637,1.816281,-1.816281,-15.529964,-0.021641,22.865819,0.491846,0.000000,9,-10,0,19.556457,-20.048303,0.491846
8.314445,0.017370,57.571,1.968750,-1.050000,0.000000,0.000000,24.262153,5.184398,1.822408,-1.822408,-15.561618,0.352745,22.889757,0.479079,-0.000000,9,-10,0,19.583571,-20.062650,0.479079
8.331237,0.016792,59.553,1.837500,-1.050000,-7.816306,0.000000,24.293008,5.166767,1.824755,-1.824755,-15.592259,0.139728,20.954344,0.466737,-0.000000,8,-9,0,17.913626,-18.380363,0.466737
8.348307,0.017070,58.581,1.837500,-1.050000,0.000000,0.000000,24.324374,5.148843,1.832914,-1.832914,-15.623548,0.478001,22.539562,0.454190,-0.000000,9,-9,0,19.292738,-19.746928,0.454190
8.365461,0.017153,58.298,1.837500,-1.050000,0.000000,0.000000,24.355893,5.130832,1.839826,-1.839826,-15.655107,0.402933,22.561625,0.441583,-0.000000,9,-9,0,19.318149,-19.759732,0.441583
8.383228,0.017767,56.284,1.837500,-1.050000,0.000000,0.000000,24.388540,5.112177,1.842309,-1.842309,-15.687839,0.139780,22.584478,0.428524,-0.000000,9,-9,0,19.344470,-19.772994,0.428524
8.399584,0.016357,61.137,1.837500,-1.050000,0.000000,0.000000,24.418596,5.095002,1.846106,-1.846106,-15.718035,0.232116,22.605517,0.416502,-0.000000,9,-9,0,19.368701,-19.785203,0.416502
