time[s],dt[s],fps,ex[mm],ey[mm],dex[mm/s],dey[mm/s],ix,iy,psi[rad],epsi[rad],psi_i,dpsi[rad/s],vx[mm/s],vy[mm/s],omega[rad/s],cmd1,cmd2,cmd3,vwh1[mm/s],vwh2[mm/s],vwh3[mm/s]
0.017158,0.017158,58.281,1.575000,9.843750,0.000000,0.000000,0.027024,0.168902,1.844471,-1.844471,-0.031648,0.000000,4.743917,29.649481,-0.000000,-5,-9,14,-10.716388,-18.933093,29.649481
0.034708,0.017550,56.981,1.575000,9.843750,0.000000,0.000000,0.054665,0.341657,1.846447,-1.846447,-0.064053,0.112619,4.763266,29.770410,-0.000000,-5,-9,14,-10.760096,-19.010314,29.770410
0.052429,0.017721,56.431,1.575000,9.843750,0.000000,0.000000,0.082575,0.516095,1.845918,-1.845918,-0.096764,-0.029867,4.782803,29.892517,0.000000,-5,-9,14,-10.804230,-19.088287,29.892517
0.067989,0.015560,64.267,1.575000,9.843750,0.000000,0.000000,0.107082,0.669265,1.844163,-1.844163,-0.125459,-0.112758,4.799958,29.999736,0.000000,-5,-9,14,-10.842983,-19.156753,29.999736
0.085314,0.017325,57.720,1.575000,9.843750,0.000000,0.000000,0.134370,0.839810,1.838860,-1.838860,-0.157318,-0.306095,4.819059,30.119117,0.000000,-5,-9,15,-10.886131,-19.232986,30.119117
0.102359,0.017045,58.669,1.706250,9.843750,7.700304,0.000000,0.163452,1.007595,1.832552,-1.832552,-0.188553,-0.370109,6.773227,30.236566,0.000000,-4,-10,15,-9.252496,-20.984070,30.236566
0.119691,0.017332,57.696,1.837500,9.712500,7.572560,-7.572560,0.195300,1.175935,1.831027,-1.831027,-0.220289,-0.087944,7.163722,28.446142,0.000000,-4,-10,14,-8.019106,-20.427037,28.446142
0.137857,0.018166,55.048,2.100000,9.581250,14.450209,-7.225105,0.233449,1.349986,1.824946,-1.824946,-0.253441,-0.334769,9.353456,28.243719,0.000000,-3,-11,14,-6.021529,-22.222190,28.243719
0.155112,0.017255,57.956,2.493750,9.318750,22.820014,-15.213342,0.276477,1.510777,1.824768,-1.824768,-0.284926,-0.010296,12.238787,25.971126,0.000000,-1,-11,12,-2.386463,-23.584663,25.971126
0.171010,0.015899,62.898,2.887500,9.187500,24.766169,-8.255390,0.322385,1.656847,1.822570,-1.822570,-0.313903,-0.138254,13.841403,27.071215,0.000000,0,-12,13,-1.548601,-25.522614,27.071215
0.189174,0.018163,55.056,3.281250,8.925000,21.678159,-14.452106,0.381984,1.818955,1.822399,-1.822399,-0.347004,-0.009427,14.446770,25.157848,0.000000,0,-12,12,-0.067654,-25.090194,25.157848
0.206343,0.017169,58.245,3.675000,8.662500,22.933778,-15.289185,0.445080,1.967682,1.819308,-1.819308,-0.378240,-0.180017,15.923311,24.307040,0.000000,0,-12,12,1.636472,-25.943512,24.307040
0.223673,0.017330,57.703,3.937500,8.531250,15.146995,-7.573498,0.513317,2.115530,1.835749,-1.835749,-0.410053,0.948687,15.201221,25.559921,-0.000000,0,-12,12,0.384683,-25.944604,25.559921
0.241017,0.017344,57.658,4.068750,8.531250,7.567563,0.000000,0.583885,2.263494,1.833045,-1.833045,-0.441845,-0.155901,14.128482,27.178196,0.000000,0,-12,13,-1.353474,-25.824722,27.178196
0.257471,0.016454,60.775,4.200000,8.400000,7.976677,-7.976677,0.652992,2.401709,1.828185,-1.828185,-0.471927,-0.295414,14.652430,25.285861,0.000000,0,-12,12,0.046446,-25.332307,25.285861
0.273570,0.016099,62.116,4.200000,8.137500,0.000000,-16.305385,0.720608,2.532715,1.832981,-1.832981,-0.501436,0.297941,13.104426,22.924323,-0.000000,0,-11,11,-0.113396,-22.810927,22.924323
0.291992,0.018422,54.283,4.331250,7.875000,7.124677,-14.249354,0.800398,2.677787,1.839463,-1.839463,-0.535322,0.351872,14.978964,22.649580,-0.000000,0,-12,11,1.647373,-24.296953,22.649580
0.307760,0.015769,63.417,4.462500,7.743750,8.323542,-8.323542,0.870765,2.799895,1.844700,-1.844700,-0.564410,0.332110,15.661744,23.526468,-0.000000,0,-12,11,1.800234,-25.326702,23.526468
0.326132,0.018372,54.430,4.593750,7.612500,7.144001,-7.144001,0.955162,2.939752,1.847059,-1.847059,-0.598345,0.128378,15.878663,23.466526,-0.000000,1,-12,11,2.018063,-25.484589,23.466526
0.342579,0.016447,60.802,4.593750,7.218750,0.000000,-23.940785,1.030714,3.058477,1.843877,-1.843877,-0.628671,-0.193466,14.502750,19.009027,0.000000,1,-11,9,3.055236,-22.064263,19.009027
0.362606,0.020027,49.933,4.725000,6.825000,6.553756,-19.661268,1.125340,3.195159,1.850957,-1.850957,-0.665739,0.353549,16.273489,18.779358,-0.000000,2,-11,9,4.703576,-23.482934,18.779358
0.377439,0.014833,67.416,4.856250,6.562500,8.848387,-17.696774,1.197374,3.292502,1.853321,-1.853321,-0.693230,0.159325,17.176589,18.452897,-0.000000,2,-12,9,5.648914,-24.101811,18.452897
0.394568,0.017129,58.379,4.987500,6.300000,7.662255,-15.324511,1.282807,3.400418,1.859089,-1.859089,-0.725075,0.336785,17.392916,18.215390,-0.000000,2,-12,9,5.955012,-24.170402,18.215390
0.411753,0.017185,58.190,4.987500,5.906250,0.000000,-22.912460,1.368517,3.501917,1.864901,-1.864901,-0.757123,0.338200,15.920462,15.587600,-0.000000,2,-10,7,5.993725,-21.581324,15.587600
0.428707,0.016954,58.983,5.118750,5.512500,7.741561,-23.224683,1.455300,3.595375,1.864077,-1.864077,-0.788727,-0.048656,17.923272,14.409326,0.000000,4,-11,7,8.317346,-22.726672,14.409326
0.446475,0.017767,56.284,5.250000,5.118750,7.387212,-22.161635,1.548578,3.686321,1.869544,-1.869544,-0.821943,0.307752,18.311447,13.504348,-0.000000,4,-11,6,9.106004,-22.610352,13.504348
0.462971,0.016497,60.618,5.118750,4.593750,-7.956157,-31.824627,1.633020,3.762103,1.881770,-1.881770,-0.852986,0.741078,14.908133,10.049796,-0.000000,3,-8,5,7.885923,-17.935720,10.049796
0.480077,0.017106,58.460,4.856250,4.068750,-15.345870,-30.691740,1.716089,3.831701,1.877307,-1.877307,-0.885099,-0.260871,12.700838,8.750093,0.000000,3,-7,4,6.624202,-15.374295,8.750093
0.497169,0.017092,58.507,4.725000,3.675000,-7.679036,-23.037108,1.796849,3.894514,1.888340,-1.888340,-0.917374,0.645507,13.896987,9.143738,-0.000000,3,-8,4,7.463275,-16.607013,9.143738
0.513226,0.016057,62.277,4.462500,3.150000,-16.347753,-32.695506,1.868504,3.945094,1.879807,-1.879807,-0.947559,-0.531414,11.425902,5.672465,0.000000,3,-6,2,7.058889,-12.731354,5.672465
0.531788,0.018562,53.873,4.331250,3.018750,-7.070868,-7.070868,1.948901,4.001129,1.863976,-1.863976,-0.982158,-0.852893,12.943807,10.442866,0.000000,2,-8,5,5.988233,-16.431099,10.442866
0.547722,0.015934,62.760,4.462500,3.018750,8.237231,0.000000,2.020006,4.049229,1.860458,-1.860458,-1.011802,-0.220794,16.448950,11.890710,0.000000,4,-10,5,8.299854,-20.190564,11.890710
0.564389,0.016667,60.000,4.462500,3.018750,0.000000,0.000000,2.094381,4.099541,1.850230,-1.850230,-1.042639,-0.613673,14.853566,11.925929,0.000000,3,-9,5,6.900601,-18.826530,11.925929
0.581487,0.017099,58.483,4.462500,2.887500,0.000000,-7.675931,2.170684,4.148914,1.861490,-1.861490,-1.074468,0.658512,14.906979,10.031554,-0.000000,3,-8,5,7.894046,-17.925599,10.031554
0.598658,0.017171,58.238,4.462500,2.887500,0.000000,0.000000,2.247310,4.198495,1.858757,-1.858757,-1.106385,-0.159132,14.960617,11.601447,0.000000,3,-9,5,7.155551,-18.756997,11.601447
0.615702,0.017044,58.673,4.462500,2.887500,0.000000,0.000000,2.323367,4.247708,1.856084,-1.856084,-1.138019,-0.156864,15.013857,11.635896,0.000000,3,-9,5,7.184433,-18.820329,11.635896
0.633493,0.017791,56.209,4.462500,2.887500,0.000000,0.000000,2.402758,4.299079,1.859865,-1.859865,-1.171108,0.212525,15.069431,11.671856,-0.000000,3,-9,5,7.214582,-18.886437,11.671856
0.651124,0.017631,56.718,4.462500,2.887500,0.000000,0.000000,2.481437,4.349989,1.863323,-1.863323,-1.203960,0.196136,15.124506,11.707492,-0.000000,3,-9,5,7.244460,-18.951952,11.707492
0.667034,0.015911,62.851,4.331250,2.887500,-8.249204,0.000000,2.550349,4.395931,1.877081,-1.877081,-1.233826,0.864721,13.129154,11.739652,-0.000000,2,-8,5,5.500355,-17.240007,11.739652
0.684097,0.017063,58.607,4.331250,2.887500,0.000000,0.000000,2.624252,4.445199,1.874564,-1.874564,-1.265811,-0.147540,14.830726,11.774140,0.000000,3,-9,5,6.956716,-18.730856,11.774140
0.701227,0.017130,58.378,4.331250,2.756250,0.000000,-7.662149,2.698445,4.492413,1.867023,-1.867023,-1.297792,-0.440209,14.882661,9.881009,0.000000,3,-8,4,7.948258,-17.829268,9.881009
0.718481,0.017254,57.956,4.200000,2.625000,-7.606776,-7.606776,2.770913,4.537706,1.859605,-1.859605,-1.329878,-0.429910,13.018284,9.530039,0.000000,3,-8,4,6.509145,-16.039184,9.530039
0.735412,0.016931,59.062,4.200000,2.493750,0.000000,-7.751917,2.842025,4.579928,1.864287,-1.864287,-1.361443,0.276505,14.589417,9.136816,-0.000000,4,-8,4,8.066398,-17.203214,9.136816
0.752566,0.017154,58.297,4.068750,2.362500,-7.651499,-7.651499,2.911818,4.620453,1.862288,-1.862288,-1.393388,-0.116518,12.714223,8.791517,0.000000,3,-7,4,6.615081,-15.406599,8.791517
0.769667,0.017101,58.476,4.068750,2.231250,0.000000,-7.674968,2.981398,4.658610,1.876221,-1.876221,-1.425473,0.814740,14.293229,8.419783,-0.000000,4,-8,4,8.168407,-16.588191,8.419783
0.786787,0.017120,58.412,4.068750,2.231250,0.000000,0.000000,3.051053,4.696808,1.881205,-1.881205,-1.457679,0.291123,14.341987,9.981516,-0.000000,3,-8,4,7.429768,-17.411283,9.981516
0.804431,0.017644,56.676,4.068750,2.231250,0.000000,0.000000,3.122843,4.736177,1.881948,-1.881948,-1.490884,0.042111,14.392240,10.009074,-0.000000,3,-8,5,7.459509,-17.468582,10.009074
0.821047,0.016616,60.183,4.068750,2.231250,0.000000,0.000000,3.190450,4.773251,1.876442,-1.876442,-1.522064,-0.331379,14.439565,10.035026,0.000000,3,-8,5,7.487517,-17.522543,10.035026
0.838535,0.017488,57.180,4.068750,2.231250,0.000000,0.000000,3.261606,4.812273,1.866391,-1.866391,-1.554704,-0.574733,14.489374,10.062341,0.000000,3,-8,5,7.516996,-17.579337,10.062341
0.855199,0.016663,60.012,4.068750,2.231250,0.000000,0.000000,3.329405,4.849453,1.856746,-1.856746,-1.585643,-0.578801,14.536834,10.088367,0.000000,3,-8,5,7.545084,-17.633451,10.088367
0.872290,0.017091,58.509,4.068750,2.231250,0.000000,0.000000,3.398945,4.887587,1.849819,-1.849819,-1.617259,-0.405266,14.585512,10.115061,0.000000,3,-8,5,7.573893,-17.688954,10.115061
0.889391,0.017101,58.475,4.068750,2.231250,0.000000,0.000000,3.468526,4.925745,1.843590,-1.843590,-1.648787,-0.364234,14.634218,10.141771,0.000000,3,-8,5,7.602719,-17.744490,10.141771
0.906783,0.017391,57.500,4.068750,2.231250,0.000000,0.000000,3.539287,4.964549,1.838409,-1.838409,-1.680760,-0.297906,14.683751,10.168935,0.000000,3,-8,5,7.632034,-17.800969,10.168935
0.923630,0.016847,59.358,4.068750,2.231250,0.000000,0.000000,3.607833,5.002139,1.845534,-1.845534,-1.711851,0.422906,14.731733,10.195247,-0.000000,3,-8,5,7.660432,-17.855679,10.195247
0.940739,0.017110,58.447,4.068750,2.231250,0.000000,0.000000,3.677448,5.040315,1.859677,-1.859677,-1.743669,0.826617,14.780464,10.221970,-0.000000,3,-8,5,7.689272,-17.911242,10.221970
0.957863,0.017124,58.398,4.068750,2.231250,0.000000,0.000000,3.747121,5.078523,1.864842,-1.864842,-1.775603,0.301607,14.829235,10.248716,-0.000000,3,-8,5,7.718136,-17.966852,10.248716
0.974974,0.017111,58.441,4.068750,2.231250,0.000000,0.000000,3.816743,5.116702,1.857228,-1.857228,-1.807382,-0.444968,14.877970,10.275442,0.000000,3,-9,5,7.746979,-18.022421,10.275442
0.992056,0.017082,58.541,4.068750,2.231250,0.000000,0.000000,3.886245,5.154816,1.874803,-1.874803,-1.839408,1.028841,14.926621,10.302122,-0.000000,3,-9,5,7.775773,-18.077894,10.302122
1.009163,0.017107,58.457,4.068750,2.231250,0.000000,0.000000,3.955847,5.192985,1.887468,-1.887468,-1.871696,0.740417,14.975343,10.328840,-0.000000,3,-9,5,7.804608,-18.133447,10.328840
1.026319,0.017156,58.289,4.068750,2.100000,0.000000,-7.650436,4.025650,5.229013,1.896167,-1.896167,-1.904226,0.507051,15.024205,8.430222,-0.000000,4,-8,4,8.796232,-17.226454,8.430222
1.044012,0.017694,56.518,4.068750,2.100000,0.000000,0.000000,4.097641,5.266169,1.911611,-1.911611,-1.938049,0.872864,15.074598,9.986318,-0.000000,4,-9,4,8.061826,-18.048144,9.986318
1.060405,0.016392,61.004,4.068750,2.100000,0.000000,0.000000,4.164338,5.300593,1.913626,-1.913626,-1.969418,0.122921,15.121286,10.010415,-0.000000,4,-9,5,8.090210,-18.100626,10.010415
1.077544,0.017139,58.346,4.068750,2.100000,0.000000,0.000000,4.234073,5.336586,1.909545,-1.909545,-2.002147,-0.238149,15.170101,10.035610,0.000000,4,-9,5,8.119888,-18.155498,10.035610
1.094810,0.017266,57.919,4.068750,2.100000,0.000000,0.000000,4.304322,5.372843,1.913629,-1.913629,-2.035186,0.236566,15.219275,10.060990,-0.000000,4,-9,5,8.149784,-18.210774,10.060990
1.111411,0.016602,60.234,4.068750,2.100000,0.000000,0.000000,4.371870,5.407707,1.905859,-1.905859,-2.066827,-0.468008,15.266559,10.085395,0.000000,4,-9,5,8.178531,-18.263926,10.085395
1.128975,0.017564,56.934,4.068750,2.100000,0.000000,0.000000,4.443334,5.444592,1.905735,-1.905735,-2.100300,-0.007077,15.316584,10.111214,0.000000,4,-9,5,8.208944,-18.320158,10.111214
1.145940,0.016965,58.945,4.068750,2.100000,0.000000,0.000000,4.512360,5.480218,1.897050,-1.897050,-2.132483,-0.511944,15.364902,10.136153,0.000000,4,-9,5,8.238319,-18.374472,10.136153
1.163432,0.017491,57.171,4.068750,2.100000,0.000000,0.000000,4.583528,5.516950,1.890422,-1.890422,-2.165549,-0.378958,15.414720,10.161865,0.000000,4,-9,5,8.268606,-18.430471,10.161865
1.180191,0.016759,59.668,4.068750,2.100000,0.000000,0.000000,4.651718,5.552144,1.883358,-1.883358,-2.197113,-0.421456,15.462453,10.186501,0.000000,4,-9,5,8.297626,-18.484127,10.186501
1.198593,0.018402,54.342,4.068750,2.100000,0.000000,0.000000,4.726591,5.590789,1.875606,-1.875606,-2.231628,-0.421279,15.514864,10.213552,0.000000,4,-9,5,8.329490,-18.543042,10.213552
1.214591,0.015998,62.508,4.068750,2.100000,0.000000,0.000000,4.791683,5.624384,1.874926,-1.874926,-2.261623,-0.042510,15.560428,10.237069,0.000000,4,-9,5,8.357191,-18.594261,10.237069
1.231563,0.016972,58.921,4.068750,2.100000,0.000000,0.000000,4.860737,5.660025,1.866788,-1.866788,-2.293306,-0.479456,15.608766,10.262018,0.000000,4,-9,5,8.386579,-18.648597,10.262018
1.248663,0.017100,58.479,4.068750,2.100000,0.000000,0.000000,4.930313,5.695935,1.857978,-1.857978,-2.325077,-0.515256,15.657469,10.287155,0.000000,4,-9,5,8.416189,-18.703343,10.287155
1.265765,0.017102,58.472,4.068750,2.100000,0.000000,0.000000,4.999898,5.731850,1.854000,-1.854000,-2.356785,-0.232555,15.706178,10.312295,0.000000,4,-9,5,8.445802,-18.758097,10.312295
1.282898,0.017133,58.366,4.068750,2.100000,0.000000,0.000000,5.069609,5.767830,1.848270,-1.848270,-2.388452,-0.334437,15.754976,10.337481,0.000000,4,-9,5,8.475469,-18.812950,10.337481
1.299991,0.017092,58.506,4.068750,2.100000,0.000000,0.000000,5.139153,5.803724,1.844871,-1.844871,-2.419984,-0.198859,15.803657,10.362607,0.000000,4,-9,5,8.505065,-18.867672,10.362607
1.317092,0.017102,58.474,4.068750,2.100000,0.000000,0.000000,5.208734,5.839637,1.843205,-1.843205,-2.451506,-0.097439,15.852364,10.387746,0.000000,4,-9,5,8.534677,-18.922423,10.387746
1.334618,0.017526,57.058,4.068750,2.100000,0.000000,0.000000,5.280044,5.876442,1.835565,-1.835565,-2.483676,-0.435914,15.902281,10.413509,0.000000,4,-9,5,8.565025,-18.978534,10.413509
1.351313,0.016695,59.899,4.068750,2.100000,0.000000,0.000000,5.347971,5.911501,1.828547,-1.828547,-2.514204,-0.420408,15.949830,10.438051,0.000000,4,-9,5,8.593932,-19.031983,10.438051
1.368414,0.017101,58.475,4.068750,2.100000,0.000000,0.000000,5.417552,5.947414,1.825277,-1.825277,-2.545418,-0.191170,15.998536,10.463189,0.000000,4,-9,5,8.623544,-19.086734,10.463189
1.385603,0.017189,58.177,4.068750,2.100000,0.000000,0.000000,5.487490,5.983510,1.824261,-1.824261,-2.576776,-0.059109,16.047493,10.488457,0.000000,4,-9,5,8.653308,-19.141765,10.488457
1.402708,0.017104,58.465,4.068750,2.100000,0.000000,0.000000,5.557082,6.019429,1.821320,-1.821320,-2.607928,-0.171976,16.096207,10.513600,0.000000,4,-9,5,8.682924,-19.196525,10.513600
1.419766,0.017059,58.621,4.068750,2.100000,0.000000,0.000000,5.626489,6.055252,1.818379,-1.818379,-2.638947,-0.172419,16.144793,10.538677,0.000000,4,-9,5,8.712462,-19.251139,10.538677
1.438166,0.018400,54.349,4.068750,2.100000,0.000000,0.000000,5.701353,6.093892,1.818075,-1.818075,-2.672399,-0.016489,16.197197,10.565724,0.000000,4,-9,5,8.744322,-19.310046,10.565724
1.454551,0.016385,61.031,4.068750,2.100000,0.000000,0.000000,5.768020,6.128300,1.820246,-1.820246,-2.702224,0.132486,16.243864,10.589810,-0.000000,4,-9,5,8.772694,-19.362504,10.589810
1.471040,0.016489,60.646,4.068750,2.100000,0.000000,0.000000,5.835111,6.162928,1.818467,-1.818467,-2.732209,-0.107886,16.290827,10.614049,0.000000,4,-9,5,8.801246,-19.415295,10.614049
1.488161,0.017121,58.408,4.068750,2.100000,0.000000,0.000000,5.904771,6.198882,1.816949,-1.816949,-2.763316,-0.088671,16.339590,10.639217,0.000000,4,-9,5,8.830891,-19.470108,10.639217
1.505294,0.017133,58.368,4.068750,2.100000,0.000000,0.000000,5.974480,6.234860,1.817785,-1.817785,-2.794460,0.048786,16.388386,10.664402,-0.000000,4,-9,5,8.860557,-19.524960,10.664402
1.523578,0.018284,54.693,4.068750,2.100000,0.000000,0.000000,6.048872,6.273256,1.812730,-1.812730,-2.827604,-0.276434,16.440461,10.691280,0.000000,4,-9,5,8.892217,-19.583496,10.691280
1.540117,0.016539,60.464,4.068750,2.100000,0.000000,0.000000,6.116165,6.307988,1.813531,-1.813531,-2.857598,0.048419,16.487565,10.715592,-0.000000,4,-9,5,8.920855,-19.636446,10.715592
1.557503,0.017387,57.515,4.068750,2.100000,0.000000,0.000000,6.186908,6.344501,1.808983,-1.808983,-2.889050,-0.261590,16.537085,10.741150,0.000000,4,-9,5,8.950961,-19.692111,10.741150
1.573734,0.016230,61.613,4.068750,2.100000,0.000000,0.000000,6.252945,6.378584,1.811368,-1.811368,-2.918449,0.146953,16.583312,10.765009,-0.000000,4,-9,5,8.979065,-19.744074,10.765009
1.591300,0.017566,56.928,4.068750,2.100000,0.000000,0.000000,6.324417,6.415473,1.810357,-1.810357,-2.950250,-0.057573,16.633342,10.790831,0.000000,4,-9,5,9.009481,-19.800312,10.790831
1.608809,0.017509,57.114,4.068750,2.100000,0.000000,0.000000,6.395656,6.452242,1.817182,-1.817182,-2.982067,0.389839,16.683209,10.816569,-0.000000,4,-9,5,9.039799,-19.856368,10.816569
1.625018,0.016209,61.695,4.068750,2.100000,0.000000,0.000000,6.461606,6.486280,1.816957,-1.816957,-3.011518,-0.013888,16.729374,10.840396,0.000000,4,-9,5,9.067865,-19.908261,10.840396
1.642820,0.017802,56.173,4.068750,2.100000,0.000000,0.000000,6.534038,6.523665,1.811854,-1.811854,-3.043772,-0.286688,16.780077,10.866565,0.000000,4,-9,5,9.098690,-19.965255,10.866565
1.660478,0.017659,56.629,4.068750,2.100000,0.000000,0.000000,6.605887,6.560748,1.814516,-1.814516,-3.075815,0.150773,16.830371,10.892523,-0.000000,4,-10,5,9.129267,-20.021790,10.892523
1.676085,0.015607,64.073,4.068750,2.100000,0.000000,0.000000,6.669388,6.593523,1.810426,-1.810426,-3.104070,-0.262057,16.874822,10.915466,0.000000,4,-10,5,9.156291,-20.071757,10.915466
1.693452,0.017366,57.582,4.068750,2.100000,0.000000,0.000000,6.740048,6.629992,1.808297,-1.808297,-3.135474,-0.122585,16.924284,10.940995,0.000000,4,-10,5,9.186362,-20.127357,10.940995
1.710459,0.017008,58.797,3.937500,2.100000,-7.717143,0.000000,6.807015,6.665708,1.809472,-1.809472,-3.166248,0.069042,15.033982,10.965996,-0.000000,3,-9,5,7.536813,-18.502808,10.965996
1.727797,0.017337,57.680,3.937500,2.100000,0.000000,0.000000,6.875280,6.702116,1.832676,-1.832676,-3.198022,1.338410,16.625196,10.991481,-0.000000,4,-9,5,8.902102,-19.893583,10.991481
1.744777,0.016981,58.890,3.937500,2.100000,0.000000,0.000000,6.942142,6.737776,1.842483,-1.842483,-3.229309,0.577523,16.672000,11.016443,-0.000000,4,-9,5,8.930154,-19.946597,11.016443
1.762547,0.017769,56.277,3.937500,2.100000,0.000000,0.000000,7.012108,6.775091,1.855812,-1.855812,-3.262285,0.750161,16.720976,11.042564,-0.000000,4,-10,5,8.959508,-20.002072,11.042564
1.779653,0.017106,58.458,3.937500,2.100000,0.000000,0.000000,7.079464,6.811014,1.852070,-1.852070,-3.293967,-0.218745,16.768125,11.067710,0.000000,4,-10,5,8.987767,-20.055477,11.067710
1.796086,0.016433,60.852,3.937500,2.100000,0.000000,0.000000,7.144170,6.845524,1.854056,-1.854056,-3.324435,0.120864,16.813419,11.091867,-0.000000,4,-10,5,9.014915,-20.106781,11.091867
1.813169,0.017083,58.537,3.937500,2.100000,0.000000,0.000000,7.211435,6.881399,1.860354,-1.860354,-3.356216,0.368657,16.860505,11.116979,-0.000000,4,-10,5,9.043136,-20.160115,11.116979
1.830412,0.017242,57.996,3.937500,1.968750,0.000000,-7.612035,7.279327,6.915345,1.856521,-1.856521,-3.388227,-0.222310,16.908029,9.224584,0.000000,5,-9,4,10.030491,-19.255075,9.224584
1.847405,0.016994,58.845,3.937500,1.968750,0.000000,0.000000,7.346240,6.948801,1.856676,-1.856676,-3.419779,0.009128,16.954868,10.770411,-0.000000,4,-10,5,9.298141,-20.068552,10.770411
1.864513,0.017108,58.452,3.937500,1.968750,0.000000,0.000000,7.413603,6.982483,1.858252,-1.858252,-3.451569,0.092110,17.002022,10.793988,-0.000000,4,-10,5,9.327189,-20.121177,10.793988
1.881664,0.017150,58.308,3.937500,1.968750,0.000000,0.000000,7.481132,7.016247,1.854154,-1.854154,-3.483369,-0.238959,17.049293,10.817623,0.000000,4,-10,5,9.356309,-20.173932,10.817623
1.899304,0.017640,56.690,3.937500,1.968750,0.000000,0.000000,7.550589,7.050976,1.850382,-1.850382,-3.516009,-0.213829,17.097913,10.841933,0.000000,4,-10,5,9.386260,-20.228193,10.841933
1.915859,0.016555,60.404,3.937500,1.968750,0.000000,0.000000,7.615776,7.083569,1.852706,-1.852706,-3.546682,0.140406,17.143543,10.864748,-0.000000,4,-10,5,9.414370,-20.279118,10.864748
1.932968,0.017109,58.448,3.937500,1.968750,0.000000,0.000000,7.683143,7.117253,1.849570,-1.849570,-3.578326,-0.183300,17.190700,10.888327,0.000000,4,-10,5,9.443420,-20.331747,10.888327
1.950572,0.017604,56.805,3.937500,1.968750,0.000000,0.000000,7.752459,7.151911,1.846633,-1.846633,-3.610835,-0.166874,17.239222,10.912588,0.000000,4,-10,5,9.473310,-20.385898,10.912588
1.967168,0.016596,60.256,3.937500,1.968750,0.000000,0.000000,7.817806,7.184584,1.852803,-1.852803,-3.641583,0.371833,17.284964,10.935459,-0.000000,4,-10,5,9.501488,-20.436947,10.935459
1.984252,0.017084,58.534,3.937500,1.968750,0.000000,0.000000,7.885074,7.218218,1.847632,-1.847632,-3.673149,-0.302711,17.332052,10.959003,0.000000,4,-10,5,9.530496,-20.489499,10.959003
2.001362,0.017110,58.446,3.937500,1.968750,0.000000,0.000000,7.952444,7.251903,1.858169,-1.858169,-3.704942,0.615832,17.379211,10.982582,-0.000000,4,-10,5,9.559547,-20.542129,10.982582
2.018818,0.017456,57.287,3.937500,1.968750,0.000000,0.000000,8.021177,7.286270,1.857344,-1.857344,-3.737363,-0.047222,17.427324,11.006639,0.000000,4,-10,5,9.589186,-20.595824,11.006639
2.035570,0.016752,59.694,3.937500,1.968750,0.000000,0.000000,8.087138,7.319250,1.847661,-1.847661,-3.768315,-0.578071,17.473496,11.029725,0.000000,4,-10,5,9.617629,-20.647354,11.029725
2.052795,0.017225,58.055,3.937500,1.968750,0.000000,0.000000,8.154961,7.353162,1.848018,-1.848018,-3.800147,0.020732,17.520973,11.053463,-0.000000,4,-10,5,9.646876,-20.700339,11.053463
2.069839,0.017044,58.672,3.937500,1.968750,0.000000,0.000000,8.222071,7.386717,1.855994,-1.855994,-3.831780,0.467994,17.567950,11.076952,-0.000000,4,-10,5,9.675815,-20.752767,11.076952
2.086941,0.017103,58.470,3.937500,1.968750,0.000000,0.000000,8.289413,7.420388,1.857164,-1.857164,-3.863543,0.068397,17.615089,11.100521,-0.000000,4,-10,5,9.704854,-20.805376,11.100521
2.104801,0.017860,55.992,3.937500,1.968750,0.000000,0.000000,8.359736,7.455549,1.861972,-1.861972,-3.896797,0.269241,17.664315,11.125134,-0.000000,4,-10,5,9.735178,-20.860313,11.125134
2.121326,0.016525,60.516,3.937500,1.968750,0.000000,0.000000,8.424801,7.488082,1.871723,-1.871723,-3.927727,0.590092,17.709861,11.147907,-0.000000,4,-10,5,9.763236,-20.911143,11.147907
2.138461,0.017135,58.360,3.937500,1.968750,0.000000,0.000000,8.492271,7.521817,1.872382,-1.872382,-3.959810,0.038408,17.757090,11.171522,-0.000000,4,-10,5,9.792330,-20.963852,11.171522
2.155497,0.017036,58.699,3.937500,1.968750,0.000000,0.000000,8.559350,7.555356,1.870563,-1.870563,-3.991677,-0.106725,17.804045,11.194999,0.000000,4,-10,5,9.821256,-21.016255,11.194999
2.172512,0.017015,58.770,3.937500,1.968750,0.000000,0.000000,8.626348,7.588855,1.869264,-1.869264,-4.023483,-0.076358,17.850944,11.218449,0.000000,4,-10,5,9.850146,-21.068595,11.218449
2.189629,0.017117,58.421,3.937500,1.968750,0.000000,0.000000,8.693747,7.622554,1.872558,-1.872558,-4.055536,0.192434,17.898123,11.242038,-0.000000,4,-10,5,9.879210,-21.121248,11.242038
2.207072,0.017443,57.329,3.937500,1.968750,0.000000,0.000000,8.762429,7.656896,1.872272,-1.872272,-4.088194,-0.016377,17.946200,11.266077,0.000000,4,-10,5,9.908827,-21.174904,11.266077
2.223790,0.016717,59.819,3.937500,1.968750,0.000000,0.000000,8.828253,7.689808,1.875325,-1.875325,-4.119545,0.182606,17.992277,11.289115,-0.000000,4,-10,5,9.937211,-21.226327,11.289115
2.240887,0.017097,58.488,3.937500,1.968750,0.000000,0.000000,8.895574,7.723468,1.873697,-1.873697,-4.151580,-0.095249,18.039402,11.312678,0.000000,4,-10,5,9.966242,-21.278919,11.312678
