Time,Error_X,Error_Y,Theta
11.154984951019287,5,-8,1.1853408663008689
11.25998592376709,6,-8,1.1904734748875863
11.360094785690308,0,1,1.272391084589534
11.47082233428955,0,0,1.430797473861057
11.5794517993927,1,0,1.4464532821878073
11.68832278251648,0,0,1.4451849021982484
11.79603385925293,0,0,1.4490866697716502
11.90342116355896,0,0,1.446419242554265
12.006026268005371,0,0,1.4508725855680202
12.112061738967896,0,0,1.44896039020885
12.212872982025146,0,0,1.449522979883232
12.318016767501831,0,0,1.4496666108853038
12.422683000564575,0,0,1.449425070433364
12.523698329925537,0,0,1.4493958272080105
12.627798795700073,0,0,1.451449012978109
12.738038539886475,0,0,1.4477412285355518
12.839404821395874,0,0,1.4471500067686334
12.939524412155151,0,0,1.448234738942525
13.046441793441772,0,0,1.447104933297564
13.152703762054443,0,0,1.444070839500304
13.260588645935059,0,0,1.446923874443645
13.370845794677734,0,0,1.4444330869930613
13.476255655288696,0,0,1.445822040066229
13.583398818969727,0,0,1.4456488133124812
13.689472436904907,0,0,1.4458793872045945
13.792124032974243,0,0,1.4441000645416593
13.90004849433899,0,0,1.4466125835365562
14.007509231567383,0,0,1.4452243843515138
14.109358787536621,0,0,1.4455660230399927
14.216774463653564,0,0,1.4426336193838707
14.324499368667603,0,0,1.447074360201005
14.42911696434021,0,0,1.4462001303410523
14.534972667694092,0,0,1.4460030416018521
14.642726182937622,0,0,1.4463429142703377
14.752467393875122,0,0,1.4433894243111995
14.86267614364624,0,0,1.4426481485682694
14.967205286026001,0,0,1.4435186513082883
15.068378686904907,0,0,1.4448633729824902
15.168383121490479,0,0,1.4409634178480841
15.279557466506958,0,0,1.4450789987652772
15.389565706253052,0,0,1.4419420866835042
15.495085954666138,0,0,1.4420555748650148
15.603232860565186,0,0,1.4426146047213781
15.712506294250488,0,0,1.4437890040469608
15.81747031211853,0,0,1.4441887192495912
15.922003030776978,0,0,1.4433273909812316
16.032246112823486,0,0,1.443352820505976
16.135472774505615,0,0,1.4398881800350405
16.237850427627563,0,0,1.4413939842792631
16.341588497161865,0,0,1.442636382404054
16.451903343200684,0,0,1.442143975444813
16.552087545394897,0,0,1.4438376475310142
16.653964281082153,0,0,1.4417747129154839
16.75588607788086,0,0,1.4426603921882515
16.857609748840332,0,0,1.4411898506457546
16.957756996154785,0,0,1.4428583486049031
17.06059432029724,0,0,1.444036003845872
17.169519424438477,0,0,1.4432832303590801
17.272073984146118,0,0,1.4398103430366096
17.38011860847473,0,0,1.4424345017599112
17.482970714569092,0,0,1.4402330664172263
17.585725784301758,0,0,1.4429004052749408
17.690945863723755,0,0,1.4395185831300472
17.795320510864258,0,0,1.4412421901303087
17.906336545944214,0,0,1.4397775968649542
18.017312049865723,0,0,1.4417491134422604
18.128474950790405,0,0,1.4414151985006933
18.23194718360901,0,0,1.4380981050533146
18.338969945907593,0,0,1.4414420871654137
18.439469575881958,0,0,1.4405990830697502
18.546157836914062,0,0,1.4399117403960935
18.65368676185608,0,0,1.4434434724802925
18.755738496780396,0,0,1.444273046993197
18.858825206756592,0,0,1.4438302962785214
18.961206674575806,0,0,1.4458652842688178
19.062955141067505,0,0,1.446924660452404
19.171332120895386,0,0,1.4487199449601185
19.28030800819397,0,0,1.4472866393621122
19.38472843170166,0,0,1.4487155162483631
19.488402605056763,0,0,1.4474566581791861
19.590346574783325,0,0,1.444651959816036
19.6931574344635,0,0,1.4458409433638384
19.80252957344055,0,0,1.447192243642435
19.911561489105225,0,0,1.4450398591810898
20.022371768951416,0,0,1.445021002965302
20.13427495956421,0,0,1.44730215255128
20.23936414718628,0,0,1.4487298596982505
20.34503936767578,0,0,1.4565976411983346
20.44770359992981,0,0,1.4829558712771502
20.54945421218872,0,0,1.514568974228631
20.65882110595703,1,0,1.5379383226951724
20.759628534317017,1,0,1.5667717110572499
20.86125349998474,1,0,1.590162118051714
20.969748973846436,1,0,1.6697487296149955
21.074772834777832,1,0,1.6828138330964288
21.175537824630737,1,0,1.692538007056457
21.27997875213623,1,0,1.7182222492992743
21.38569974899292,1,0,1.7469239626097848
21.49491262435913,1,0,1.7610806178396734
21.601850509643555,1,0,1.779652496070104
21.71103000640869,1,1,1.8140576779277278
21.81278967857361,1,0,1.8417073325589015
21.91668677330017,1,0,1.850091354075562
22.019410610198975,1,1,1.927379197583941
22.120726108551025,1,0,2.0407024171640114
22.221887588500977,-1,1,2.0831267262868085
22.33100390434265,0,1,2.0091482063348187
22.431877851486206,0,1,2.0477187953671656
22.537322521209717,-2,2,2.0988334808726026
22.64567232131958,0,-1,2.008983688684377
22.756153345108032,0,1,1.8244662770225735
22.85832953453064,0,1,1.7651688248455173
22.963781118392944,0,1,1.711223805274365
23.06418228149414,0,1,1.7053820662435408
23.17482829093933,0,1,1.6287458084803537
23.281328916549683,0,1,1.5568733566244024
23.38739776611328,0,1,1.5160454329701631
23.491110801696777,0,1,1.4387064660233002
23.591439962387085,0,1,1.389541294276255
23.700548887252808,0,1,1.3820546098901292
23.802387475967407,-1,0,1.2764522041794075
23.91239047050476,-1,0,1.1718935746248993
24.013198614120483,-1,0,1.1943652509992513
24.11748170852661,-2,1,1.1438335298455131
24.217921018600464,-1,1,1.040421481732918
24.328473567962646,0,-1,1.0381419314601776
24.430675506591797,-1,0,0.863100076996113
24.536245346069336,0,0,0.7862542765070785
24.64062237739563,-2,0,0.8390597405976429
24.747838497161865,0,-3,0.8993642388670803
24.84912896156311,0,0,0.9459670094378337
